sentiment,text,sentiment_label
2,what are they afraid of the coronavirus 0h i see why trump created the coronavirus,fear
2,this is a work of backend algorithm and a problem of misclassification by the ai model programmed an algorithm to delete everything about coronavirus keywords glitch or simply facebook hacked in one way or another twitter comeumaffchys,fear
2,you all are scared to go out bc the corona virus but will intentionally lick the hole someone shits from interesting,fear
2,again a commie doing pr kerala is the epicentre of corona virus situation in india they are the reason for the spread they have done piss poor job,fear
0,it appears migrants problems are overlooked by bjp modi shah not concerned about migrants bjp is government for the rich let poor go to hell bbc news coronavirus outbreak reporters gift of shoes to migrant goes viral,sad
2,this corona virus is making swine flu ebola sars an pneumonia look like a bitch excuse my french,fear
2,no shit it is called corona not cornhole virus if it gets that bad i have plenty of mismatched socks and old t shirts i would hate to see what the idiots would do if something actually bad happened,fear
1,it is really appreciative we proud on corona worrier,joy
1,lockdown photography touch see complete pic pic dedicated to sir dr sir sir for working tirelessly to save lives in ur 1 rt can encourage me to click more pic twitter comzlban70v8f,joy
3,ask why and how gave permission to kill indian citizens as bio terrorists corona suiciders,anger
3,to the sumn bitch n atlanta with that coronavirus let my grandma n aunt get it i comin to fuck some shit up with extreme prejudice,anger
2,it is wuhan corona virus or china fever,fear
2,hindu group in india consumes cow urine to ward off coronavirus,fear
3,this coronavirus shit getting krazy damn kd,anger
1,in india people have their own faith everyone wants it to end as soon as possible so relax n by the way some people were using gau mutra and havan to remove the corona smilingfacewithsmilingeyes,joy
2,tati and donna kissing is like watching the corona virus and ebola mutate it was so gross,fear
2,footage reveals florida beaches packed despite coronavirus threat,fear
1,covid19 sticker sign pack protect yourself community redheart be smart stand apart,joy
0,a young man in bihar was beaten to death precisely because he had informed the district control room about two corona suspects who had arrived here in the state from mumbai the incident took place in sitamarhi in,sad
0,1 to those who think there are not enough people dying from covid 19 to warrant our global governments isolation rulings please realise that the numbers are not as high as they could be because of our governments immediate actions and working together,sad
0,how do businesses like mine which is into bespoke suits get cash flowing when v are 1 stuck with undelivered goods due to lockdown no payments made to me 2 due to lockdown cant meet new clients nor can manufacture any inflow but have to take care of staff,sad
3,colombian groups exploiting coronavirus lockdown to kill activists pic twitter comqgog53pplt,anger
